114	Jamaica	     4,801,000,000
115	Honduras	     4,800,000,000
116	Yemen	     4,700,000,000
117	Cyprus	     4,698,000,000
118	Sudan	     4,611,000,000
119	Albania	     4,521,000,000
120	West Bank	     4,420,000,000
121	Montenegro	     4,100,000,000
122	Burma	     3,794,000,000
123	Macau	     3,660,000,000
124	Angola	     3,659,000,000
125	Ethiopia	     3,648,000,000
126	Tanzania	     3,589,000,000
127	Cote d'Ivoire	     3,576,000,000
128	Moldova	     3,416,000,000
129	Mongolia	     3,375,000,000
130	Namibia	     3,268,000,000
131	Brunei	     3,177,000,000
132	Papua New Guinea	     3,098,000,000
133	Botswana	     2,955,000,000
134	Mauritius	     2,687,000,000
135	Nicaragua	     2,646,000,000
136	Laos	     2,230,000,000
137	Afghanistan	     2,226,000,000
138	Uganda	     2,217,000,000
139	Senegal	     2,123,000,000
140	Malta	     1,991,000,000
141	Bahamas, The	     1,808,000,000
142	Cambodia	     1,759,000,000
143	Guam	     1,632,000,000
144	Malawi	     1,614,000,000
145	New Caledonia	     1,558,000,000
146	Suriname	     1,463,000,000
147	Gabon	     1,301,000,000
148	Madagascar	     1,256,000,000
149	Swaziland	     1,175,000,000
150	Bhutan	     1,161,000,000
151	Curacao	      968,000,000
152	Barbados	      955,000,000
153	Guinea	      888,200,000
154	Aruba	      818,400,000
155	Virgin Islands	      811,000,000
156	Benin	      778,000,000
157	Burkina Faso	      762,500,000
158	Fiji	      753,400,000
159	Niger	      695,300,000
160	Guyana	      683,000,000
161	French Polynesia	      674,300,000
162	Togo	      651,000,000
163	Bermuda	      645,200,000
164	Jersey	      630,100,000
165	Andorra	      598,700,000
166	Congo, Republic of the	      563,000,000
167	Cayman Islands	      555,600,000
168	Mali	      483,600,000
169	Mauritania	      440,800,000
170	Djibouti	      325,500,000
171	Saint Lucia	      317,300,000
172	Liberia	      311,600,000
173	Haiti	      309,000,000
174	Rwanda	      301,400,000
175	Somalia	      293,000,000
176	Lesotho	      293,000,000
177	Belize	      285,700,000
178	Maldives	      279,000,000
179	Faroe Islands	      268,800,000
180	Cape Verde	      257,600,000
181	Eritrea	      242,000,000
182	Greenland	      239,400,000
183	Seychelles	      227,900,000
184	Gambia, The	      223,200,000
185	Burundi	      198,100,000
186	Turks and Caicos Islands	      186,000,000
187	Micronesia, Federated States of	      178,600,000
188	Grenada	      177,400,000
189	American Samoa	      176,700,000
190	Gibraltar	      152,500,000
191	Central African Republic	      148,800,000
192	Saint Kitts and Nevis	      125,600,000
193	Saint Vincent and the Grenadines	      122,800,000
194	Sierra Leone	      111,600,000
195	Antigua and Barbuda	      107,000,000
196	Samoa	       96,910,000
197	Equatorial Guinea	       90,210,000
198	Chad	       88,350,000
199	Western Sahara	       83,700,000
200	Dominica	       79,520,000
201	Solomon Islands	       76,260,000
202	Timor-Leste	       67,590,000
203	Guinea-Bissau	       60,450,000
204	Vanuatu	       51,150,000
205	Saint Pierre and Miquelon	       49,290,000
206	Comoros	       48,360,000
207	British Virgin Islands	       46,500,000
208	Tonga	       38,130,000
209	Nauru	       30,690,000
210	Sao Tome and Principe	       29,760,000
211	Cook Islands	       28,950,000
212	Montserrat	       20,460,000
213	Kiribati	       19,530,000
214	Falkland Islands (Islas Malvinas)	       17,670,000
215	Saint Helena, Ascension, and Tristan da Cunha	        7,440,000
216	Niue	        2,790,000
217	Gaza Strip	         202,000
218	Northern Mariana Islands	          48,300

